Sigmundsherberg;<31124>;AT124
Straning-Grafenberg;<31130>;AT124
Weitersfeld;<31129>;AT124
Aggsbach;<31301>;AT124
Albrechtsberg an der Großen Krems;<31302>;AT124
Bergern im Dunkelsteinerwald;<31303>;AT124
Droß;<31356>;AT124
Dürnstein;<31304>;AT124
Furth bei Göttweig;<31309>;AT124
Gedersdorf;<31310>;AT124
Gföhl;<31311>;AT124
Grafenegg;<31308>;AT124
Hadersdorf-Kammern;<31315>;AT124
Jaidhof;<31319>;AT124
Krumau am Kamp;<31321>;AT124
Langenlois;<31322>;AT124
Lengenfeld;<31323>;AT124
Lichtenau im Waldviertel;<31324>;AT124
Maria Laach am Jauerling;<31326>;AT124
Mautern an der Donau;<31327>;AT124
Mühldorf;<31330>;AT124
Paudorf;<31333>;AT124
Rastenfeld;<31336>;AT124
Rohrendorf bei Krems;<31337>;AT124
Rossatz-Arnsdorf;<31338>;AT124
St. Leonhard am Hornerwald;<31340>;AT124
Schönberg am Kamp;<31355>;AT124
Senftenberg;<31343>;AT124
Spitz;<31344>;AT124
Straß im Straßertale;<31346>;AT124
Stratzing;<31347>;AT124
Weinzierl am Walde;<31350>;AT124
Weißenkirchen in der Wachau;<31351>;AT124
Dietmanns;<32202>;AT124
Dobersberg;<32203>;AT124
Gastern;<32206>;AT124
Groß-Siegharts;<32207>;AT124
Karlstein an der Thaya;<32209>;AT124
Kautzen;<32210>;AT124
Ludweis-Aigen;<32212>;AT124
Pfaffenschlag bei Waidhofen a.d.Thaya;<32214>;AT124
Raabs an der Thaya;<32216>;AT124
Thaya;<32217>;AT124
Vitis;<32219>;AT124
Waidhofen an der Thaya;<32220>;AT124
Waidhofen an der Thaya-Land;<32221>;AT124
Waldkirchen an der Thaya;<32222>;AT124
Windigsteig;<32223>;AT124
Allentsteig;<32501>;AT124
Altmelon;<32519>;AT124
Arbesbach;<32502>;AT124
Bärnkopf;<32503>;AT124
Echsenbach;<32504>;AT124
Göpfritz an der Wild;<32505>;AT124
Grafenschlag;<32506>;AT124
Groß Gerungs;<32508>;AT124
Großgöttfritz;<32509>;AT124
Gutenbrunn;<32511>;AT124
Kirchschlag;<32514>;AT124
Kottes-Purk;<32515>;AT124
Langschlag;<32516>;AT124
Martinsberg;<32517>;AT124
Ottenschlag;<32518>;AT124
Pölla;<32520>;AT124
Rappottenstein;<32521>;AT124
Sallingberg;<32522>;AT124
Schönbach;<32523>;AT124
Schwarzenau;<32524>;AT124
Schweiggers;<32525>;AT124
Traunstein;<32528>;AT124
Waldhausen;<32529>;AT124
Zwettl-Niederösterreich;<32530>;AT124
Drösing;<30810>;AT125
Dürnkrut;<30811>;AT125
Hauskirchen;<30826>;AT125
Hohenau an der March;<30827>;AT125
Jedenspeigen;<30829>;AT125
Neusiedl an der Zaya;<30841>;AT125
Palterndorf-Dobermannsdorf;<30845>;AT125
Ringelsdorf-Niederabsdorf;<30850>;AT125
Sulz im Weinviertel;<30857>;AT125
Zistersdorf;<30863>;AT125
Alberndorf im Pulkautal;<31001>;AT125
Göllersdorf;<31008>;AT125
Grabern;<31009>;AT125
Guntersdorf;<31014>;AT125
Hadres;<31015>;AT125
Hardegg;<31016>;AT125
Haugsdorf;<31018>;AT125
Heldenberg;<31019>;AT125
Hohenwarth-Mühlbach a.M.;<31021>;AT125
Hollabrunn;<31022>;AT125
Mailberg;<31025>;AT125
Maissau;<31026>;AT125
Nappersdorf-Kammersdorf;<31028>;AT125
Pernersdorf;<31033>;AT125
Pulkau;<31035>;AT125
Ravelsbach;<31036>;AT125
Retz;<31037>;AT125
Retzbach;<31038>;AT125
Schrattenthal;<31041>;AT125
Seefeld-Kadolz;<31042>;AT125
Sitzendorf an der Schmida;<31043>;AT125
Wullersdorf;<31051>;AT125
Zellerndorf;<31052>;AT125
Ziersdorf;<31053>;AT125
Altlichtenwarth;<31601>;AT125
Asparn an der Zaya;<31603>;AT125
Bernhardsthal;<31604>;AT125
Drasenhofen;<31606>;AT125
Falkenstein;<31608>;AT125
Fallbach;<31609>;AT125
Gaubitsch;<31611>;AT125
Gaweinstal;<31612>;AT125
Gnadendorf;<31613>;AT125
Großharras;<31616>;AT125
Großkrut;<31617>;AT125
Hausbrunn;<31620>;AT125
Herrnbaumgarten;<31621>;AT125
Laa an der Thaya;<31629>;AT125
Ladendorf;<31630>;AT125
Mistelbach;<31633>;AT125
Neudorf im Weinviertel;<31634>;AT125
Niederleis;<31636>;AT125
Ottenthal;<31658>;AT125
Poysdorf;<31644>;AT125
Rabensburg;<31645>;AT125
Schrattenberg;<31646>;AT125
Staatz;<31649>;AT125
Stronsdorf;<31650>;AT125
Unterstinkenbrunn;<31652>;AT125
Wildendürnbach;<31653>;AT125
Wilfersdorf;<31654>;AT125
Aderklaa;<30801>;AT126
Andlersdorf;<30802>;AT126
Angern an der March;<30803>;AT126
Auersthal;<30804>;AT126
Bad Pirawarth;<30805>;AT126
Deutsch-Wagram;<30808>;AT126
Ebenthal;<30812>;AT126
Eckartsau;<30813>;AT126
Engelhartstetten;<30814>;AT126
Gänserndorf;<30817>;AT126
Glinzendorf;<30819>;AT126
Groß-Enzersdorf;<30821>;AT126
Großhofen;<30822>;AT126
Groß-Schweinbarth;<30824>;AT126
Haringsee;<30825>;AT126
Hohenruppersdorf;<30828>;AT126
Lassee;<30830>;AT126
Leopoldsdorf im Marchfeld;<30831>;AT126
Mannsdorf an der Donau;<30834>;AT126
Marchegg;<30835>;AT126
Markgrafneusiedl;<30836>;AT126
Matzen-Raggendorf;<30838>;AT126
Obersiebenbrunn;<30842>;AT126
Orth an der Donau;<30844>;AT126
Parbasdorf;<30846>;AT126
Prottes;<30848>;AT126
Raasdorf;<30849>;AT126
Schönkirchen-Reyersdorf;<30852>;AT126
Spannberg;<30854>;AT126
Strasshof an der Nordbahn;<30856>;AT126
Untersiebenbrunn;<30858>;AT126
Velm-Götzendorf;<30859>;AT126
Weiden an der March;<30865>;AT126
Weikendorf;<30860>;AT126
Bisamberg;<31201>;AT126
Enzersfeld;<31202>;AT126
Ernstbrunn;<31203>;AT126
Gerasdorf bei Wien;<31235>;AT126
Großmugl;<31204>;AT126
Großrußbach;<31205>;AT126
Hagenbrunn;<31206>;AT126
Harmannsdorf;<31207>;AT126
Hausleiten;<31208>;AT126
Korneuburg;<31213>;AT126
Langenzersdorf;<31214>;AT126
Leitzersdorf;<31215>;AT126
Leobendorf;<31216>;AT126
Niederhollabrunn;<31234>;AT126
Rußbach;<31224>;AT126
Sierndorf;<31226>;AT126
Spillern;<31227>;AT126
Stetteldorf am Wagram;<31228>;AT126
Stetten;<31229>;AT126
Stockerau;<31230>;AT126
Bockfließ;<31605>;AT126
Großebersdorf;<31614>;AT126
Großengersdorf;<31615>;AT126
Hochleithen;<31622>;AT126
Kreuttal;<31627>;AT126
Kreuzstetten;<31628>;AT126
Pillichsdorf;<31642>;AT126
Ulrichskirchen-Schleinbach;<31651>;AT126
Wolkersdorf im Weinviertel;<31655>;AT126
Gablitz;<31949>;AT126
Mauerbach;<31950>;AT126
Pressbaum;<31951>;AT126
Purkersdorf;<31952>;AT126
Tullnerbach;<31953>;AT126
Wolfsgraben;<31954>;AT126
Absdorf;<32101>;AT126
Atzenbrugg;<32104>;AT126
Fels am Wagram;<32106>;AT126
Grafenwörth;<32107>;AT126
Großriedenthal;<32109>;AT126
Großweikersdorf;<32110>;AT126
Judenau-Baumgarten;<32112>;AT126
Kirchberg am Wagram;<32114>;AT126
Klosterneuburg;<32144>;AT126
Königsbrunn am Wagram;<32115>;AT126
Königstetten;<32116>;AT126
Langenrohr;<32119>;AT126
Michelhausen;<32120>;AT126
Muckendorf-Wipfing;<32143>;AT126
St. Andrä-Wördern;<32142>;AT126
Sieghartskirchen;<32131>;AT126
Sitzenberg-Reidling;<32132>;AT126
Tulbing;<32134>;AT126
Tulln an der Donau;<32135>;AT126
Würmla;<32139>;AT126
Zeiselmauer-Wolfpassing;<32140>;AT126
Zwentendorf an der Donau;<32141>;AT126
Alland;<30601>;AT127
Bad Vöslau;<30603>;AT127
Baden;<30604>;AT127
Blumau-Neurißhof;<30646>;AT127
Ebreichsdorf;<30607>;AT127
Günselsdorf;<30612>;AT127
Heiligenkreuz;<30613>;AT127
Klausen-Leopoldsdorf;<30616>;AT127
Kottingbrunn;<30618>;AT127
Leobersdorf;<30620>;AT127
Mitterndorf an der Fischa;<30621>;AT127
Oberwaltersdorf;<30623>;AT127
Pfaffstätten;<30625>;AT127
Pottendorf;<30626>;AT127
Reisenberg;<30629>;AT127
Schönau an der Triesting;<30631>;AT127
Seibersdorf;<30633>;AT127
Sooß;<30635>;AT127
Tattendorf;<30636>;AT127
Teesdorf;<30637>;AT127
Traiskirchen;<30639>;AT127
Trumau;<30641>;AT127
Au am Leithaberge;<30701>;AT127
Bad Deutsch-Altenburg;<30702>;AT127
Berg;<30703>;AT127
Bruck an der Leitha;<30704>;AT127
Ebergassing;<30729>;AT127
Enzersdorf an der Fischa;<30706>;AT127
Fischamend;<30730>;AT127
Göttlesbrunn-Arbesthal;<30708>;AT127
Götzendorf an der Leitha;<30709>;AT127
Gramatneusiedl;<30731>;AT127
Hainburg a.d. Donau;<30710>;AT127
Haslau-Maria Ellend;<30711>;AT127
Himberg;<30732>;AT127
Hof am Leithaberge;<30713>;AT127
Höflein;<30712>;AT127
Hundsheim;<30715>;AT127
Klein-Neusiedl;<30733>;AT127
Lanzendorf;<30734>;AT127
Leopoldsdorf;<30735>;AT127
Mannersdorf am Leithagebirge;<30716>;AT127
Maria-Lanzendorf;<30736>;AT127
Moosbrunn;<30737>;AT127
Petronell-Carnuntum;<30718>;AT127
Prellenkirchen;<30719>;AT127
Rauchenwarth;<30738>;AT127
Rohrau;<30721>;AT127
Scharndorf;<30722>;AT127
Schwadorf;<30739>;AT127
Schwechat;<30740>;AT127
Sommerein;<30724>;AT127
Trautmannsdorf an der Leitha;<30726>;AT127
Wolfsthal;<30728>;AT127
Zwölfaxing;<30741>;AT127
Achau;<31701>;AT127
Biedermannsdorf;<31702>;AT127
Breitenfurt bei Wien;<31703>;AT127
Brunn am Gebirge;<31704>;AT127
Gaaden;<31706>;AT127
Gießhübl;<31707>;AT127
Gumpoldskirchen;<31709>;AT127
Guntramsdorf;<31710>;AT127
Hennersdorf;<31711>;AT127
Hinterbrühl;<31712>;AT127
Kaltenleutgeben;<31713>;AT127
Laab im Walde;<31714>;AT127
Laxenburg;<31715>;AT127
Maria Enzersdorf;<31716>;AT127
Mödling;<31717>;AT127
Münchendorf;<31718>;AT127
Perchtoldsdorf;<31719>;AT127
Vösendorf;<31723>;AT127
Wiener Neudorf;<31725>;AT127
Wienerwald;<31726>;AT127
Wien 1.,Innere Stadt;<90101>;AT130
Wien 2.,Leopoldstadt;<90201>;AT130
Wien 3.,Landstraße;<90301>;AT130
Wien 4.,Wieden;<90401>;AT130
Wien 5.,Margareten;<90501>;AT130
Wien 6.,Mariahilf;<90601>;AT130
Wien 7.,Neubau;<90701>;AT130
Wien 8.,Josefstadt;<90801>;AT130
Wien 9.,Alsergrund;<90901>;AT130
Wien 10.,Favoriten;<91001>;AT130
Wien 11.,Simmering;<91101>;AT130
Wien 12.,Meidling;<91201>;AT130
Wien 13.,Hietzing;<91301>;AT130
Wien 14.,Penzing;<91401>;AT130
Wien 15.,Rudolfsheim-Fünfhaus;<91501>;AT130
Wien 16.,Ottakring;<91601>;AT130
Wien 17.,Hernals;<91701>;AT130
Wien 18.,Währing;<91801>;AT130
Wien 19.,Döbling;<91901>;AT130
Wien 20.,Brigittenau;<92001>;AT130
Wien 21.,Floridsdorf;<92101>;AT130
Wien 22.,Donaustadt;<92201>;AT130
Wien 23.,Liesing;<92301>;AT130
Klagenfurt am Wörther See;<20101>;AT211
Villach;<20201>;AT211
Ebenthal in Kärnten;<20402>;AT211
Feistritz im Rosental;<20403>;AT211
Ferlach;<20405>;AT211
Grafenstein;<20409>;AT211
Keutschach am See;<20412>;AT211
Köttmannsdorf;<20414>;AT211
Krumpendorf am Wörthersee;<20415>;AT211
Ludmannsdorf;<20416>;AT211
